X,Y,OBJECTID,LRSDate,RouteIdentifier,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,AccumulatedRouteMile,AADT,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,DirectionOfTravel,Location,GlobalID,ReportingYear
-119.944550539606,47.0195865910474,19,2021/12/31 00:00:00+00,090P114343,090,P1,14343,0.340000003576279,260,9.65999984741211,15.5500001907349,6.30000019073486,Eastbound,On P1 RAMP (SR 90 EB TO SILICA RD) After LEFT INTERSECTION SR 90 EB,{AF1BA70D-4256-48C8-9630-51E5E4904651},2021
-122.258038488453,47.2017422599777,20,2021/12/31 00:00:00+00,167P100686,167,P1,00686,0.119999997317791,20000,,,,Eastbound,On P1 RAMP (SR 167 NB TO SR 410) After LEFT INTERSECTION SR 167 NB,{2C2D465D-4947-47DB-8E4E-D950E896D077},2021
-122.465873788171,47.1798318302805,21,2021/12/31 00:00:00+00,005S112848,005,S1,12848,0.0900000035762787,3900,,,,Southbound,On S1 RAMP (S 84TH ST TO SR 5 SB) After BOTHWAYS INTERSECTION LX12892-84TH ST,{F65B9245-44DB-42EA-A65B-C8AF08FB4525},2021
-122.226141442628,48.5284005773755,22,2021/12/31 00:00:00+00,009,009,,,58.060001373291,5400,6.30999994277954,4.84000015258789,1.23000001907349,Bothways,After Milepost 58.41 A: LEFT INTERSECTION BASSETT RD,{6459237F-CE05-45CD-820D-34D5F3B71CDF},2021
-121.540369913874,46.8663681499384,23,2021/12/31 00:00:00+00,123,123,,,16.3099994659424,1200,,,,Bothways,Before Milepost 16.30 A: LEFT WYE CONNECTION SR 410,{4ACC324C-907D-452C-8C4B-53F830C65EE1},2021
-122.288251146623,47.4181241183122,24,2021/12/31 00:00:00+00,005Q515125,005,Q5,15125,0.0500000007450581,5400,,,,Northbound,On Q5 RAMP (MILITARY RD TO SR 5 NB) After BOTHWAYS INTERSECTION LX15118-MILITARY RD,{814F27E8-14C6-4181-8FBA-FEB3EE62BB0D},2021
-122.569939702787,47.7139275702349,25,2021/12/31 00:00:00+00,305,305,,,7.13000011444092,21000,,,,Bothways,Before Milepost 7.16 A: RIGHT WYE CONNECTION SUQUAMISH WAY NE,{52FE44AE-6ED7-4CDD-A6CC-CCC3FCA02CF6},2021
-120.465934043476,46.7109724704222,26,2021/12/31 00:00:00+00,821,821,,,2.59999990463257,1500,7.21000003814697,2.73000001907349,0,Bothways,Before Milepost 2.61 A: RIGHT INTERSECTION FRONTAGE RD,{3D195557-CDE4-4056-B098-D90367188EAC},2021
-123.685398695538,46.9741329759749,27,2021/12/31 00:00:00+00,012,012,,,6.36999988555908,20000,,,,Bothways,Before Milepost 6.38 A: RIGHT INTERSECTION DEER PARK DR,{BD30E459-32E0-4E61-A60A-5FF78CC87E7E},2021
-122.176812005482,48.0518443990261,28,2021/12/31 00:00:00+00,528,528,,,0.370000004768372,24000,2.79999995231628,1.37999999523163,0.159999996423721,Bothways,"After Milepost 0.36 A: RIGHT INTERSECTION SR 529,  LEFT INTERSECTION STATE AVE",{9653A77E-7FF7-4DF0-91D6-49C8137F49E4},2021
-118.262310334422,46.0865327594498,29,2021/12/31 00:00:00+00,012Q134178,012,Q1,34178,0.129999995231628,100,7.55999994277954,2.51999998092651,0,Eastbound,On Q1 RAMP (MILL CRK RD TO SR 12 EB) After BOTHWAYS INTERSECTION MILL CREEK RD,{E614729A-8EF0-4275-ABB5-33705DCB5ED4},2021
-117.482384060121,47.6342912234348,30,2021/12/31 00:00:00+00,090S127719,090,S1,27719,0.150000005960464,790,5.5,7.13000011444092,0.300000011920929,Westbound,On S1 RAMP (SR 2 EB TO SR 90 WB) After LEFT INTERSECTION SR 2 EB,{5DE92A83-41F7-454B-B4CA-513977A6E1FD},2021
-122.684891914742,47.5271391430014,31,2021/12/31 00:00:00+00,166,166,,,0.00999999977648258,14000,2.14000010490417,0.910000026226044,0.0500000007450581,Bothways,"After Milepost 0.02 A: BOTHWAYS INTERSECTION SR 16, BEGIN ROUTE",{F1CEAADA-29D8-480A-8706-1AF5A4221780},2021
-121.983023983602,47.8630432637758,32,2021/12/31 00:00:00+00,522,522,,,24.6399993896484,13000,,,,Bothways,"At Milepost 24.68 A: END BOTHWAYS BRIDGE SR 2, END ROUTE",{EB665B5F-D7F9-4665-B706-47CCDCF250B7},2021
-122.276766766121,47.8728110173505,33,2021/12/31 00:00:00+00,525,525,,,3,46000,,,,Bothways,After Milepost 2.99 A: LEFT OFF RAMP SR 99 SB,{EC032721-A09F-40AB-9814-C63FC9387287},2021
-122.636064062307,47.5416678306549,34,2021/12/31 00:00:00+00,166,166,,,2.89000010490417,16000,,,,Bothways,After Milepost 2.90 A: BOTHWAYS INTERSECTION SIDNEY AVE,{CF04D6C1-721E-45E4-A3B9-8DF33A7967D1},2021
-122.340295959017,47.7778636830969,35,2021/12/31 00:00:00+00,104SPAURORA,104,SP,AURORA,0.0700000002980232,19000,2.0699999332428,0.449999988079071,0,Bothways,After Milepost 28.75 A: RIGHT WYE CONNECTION SR 104 EB,{C684F568-FC15-4EB2-A90D-D9F745261210},2021
-122.042104008074,48.2473652369251,36,2021/12/31 00:00:00+00,530,530,,,9.63000011444092,5700,5.51999998092651,4.23999977111816,1.51999998092651,Bothways,After Milepost 26.77 A: LEFT INTERSECTION 139TH AVE NE,{002A1496-40B5-434C-A77A-F97EFDAB47A7},2021
-117.387911177355,48.8571242239298,37,2021/12/31 00:00:00+00,031,031,,,13.1400003433228,1300,,,,Bothways,After Milepost 13.13 A: LEFT INTERSECTION BOUNDARY RD,{7DD368A6-A540-4C4C-855D-440F258D474C},2021
-122.206098107979,47.4695955320564,38,2021/12/31 00:00:00+00,405Q100329,405,Q1,00329,0.119999997317791,8600,,,,Northbound,On Q1 RAMP (SR 515 TO SR 405 NB) After RIGHT WYE CONNECTION SR 515,{E617040E-F7CE-463C-955B-CAB02CCECD8E},2021
-118.381648717936,47.1126389441717,39,2021/12/31 00:00:00+00,090R122159,090,R1,22159,0.449999988079071,4500,,,,Westbound,On R1 RAMP (SR 90 WB TO SR 395 SB) After LEFT INTERSECTION SR 90 WB,{173C5907-EFB0-4FB7-8CBE-2AC73A521305},2021
-122.293861986113,47.2053396708155,40,2021/12/31 00:00:00+00,161,161,,,29.9599990844727,35000,5.03000020980835,4.46000003814697,0.189999997615814,Bothways,After Milepost 29.95 A: RIGHT ON RAMP SR 167 SB,{22943F32-77BB-40C9-BFBA-038B67EB99A7},2021
-120.456966224362,46.517891233432,41,2021/12/31 00:00:00+00,082,082,,,39.810001373291,32000,,,,Bothways,Before Milepost 39.85 A: LEFT ON RAMP THORP RD,{8E186581-4C33-4634-8500-CB744E5AF950},2021
-119.747919413156,46.8989687662324,42,2021/12/31 00:00:00+00,026,026,,,12.0200004577637,2700,4.61999988555908,17.4400005340576,9.14000034332275,Bothways,"Before Milepost 12.03 A: RIGHT INTERSECTION L SW,  LEFT INTERSECTION ADAMS RD",{D30F2E7C-639D-4EC4-88E5-9E3C4447F99E},2021
-122.861736282565,46.8516927393055,43,2021/12/31 00:00:00+00,507,507,,,13.9700002670288,9300,,,,Bothways,After Milepost 13.64 A: LEFT INTERSECTION OLD HWY 99,{B7C37A9D-45E7-4F8E-920A-252676512AD6},2021
-122.137342124883,47.9768660678985,44,2021/12/31 00:00:00+00,002R100275,002,R1,00275,0.259999990463257,3300,,,,Westbound,On R1 RAMP (SR 2 WB TO SR 204) After RIGHT INTERSECTION SR 2 WB,{5DC00474-FFC5-4E61-889C-D8EDC643047A},2021
-122.973829028187,46.7117822408213,45,2021/12/31 00:00:00+00,507,507,,,0.439999997615814,12000,2.50999999046326,0.419999986886978,0,Bothways,After Milepost 0.07 A: BOTHWAYS INTERSECTION ELLSBURY ST,{7076A156-B6D1-4A38-AA96-0FB3D36AE3DB},2021
-122.208391014328,47.1980437943991,46,2021/12/31 00:00:00+00,410,410,,,2.61999988555908,41000,,,,Bothways,"At Milepost 11.46 A: BEGIN INCREASING BRIDGE 166TH AVE E,  BEGIN DECREASING BRIDGE 166TH AVE E",{6DA88509-EE84-43D4-A0AF-32E6102F6E25},2021
-122.258389597139,47.2951063839201,47,2021/12/31 00:00:00+00,167S101331,167,S1,01331,0.0399999991059303,4000,,,,Southbound,On S1 RAMP (15TH ST SW TO SR 167 SB) After BOTHWAYS INTERSECTION LX01385-15TH ST SW,{FB9973D0-CF18-4A1A-81DB-7B935554FC53},2021
-122.571493599013,45.6593437600257,48,2021/12/31 00:00:00+00,205Q103117,205,Q1,03117,0.300000011920929,7700,,,,Northbound,On Q1 RAMP (SR 500 WB TO CI03005) After RIGHT ON RAMP Q203117,{A1017BAE-0EED-4D48-9B77-BC82B0AEA9E8},2021
-117.073227979548,47.2267925612248,49,2021/12/31 00:00:00+00,027,027,,,50.810001373291,1000,,,,Bothways,"After Milepost 48.50 A: RIGHT INTERSECTION CROSBY ST,  RIGHT INTERSECTION SR 274",{A74D63D1-D7DD-4679-AE7B-4904B3A5C190},2021
-122.110402787084,47.3640239040873,50,2021/12/31 00:00:00+00,018,018,,,12.5799999237061,36000,,,,Bothways,After Milepost 12.04 A: RIGHT ON RAMP SR 516,{E972B1C3-3D83-4B0D-A61C-D0BCC9595817},2021
-117.039539707053,48.1838301808131,51,2021/12/31 00:00:00+00,041,041,,,0.00999999977648258,4600,4.51000022888184,3.58999991416931,0.280000001192093,Bothways,"After Milepost 0.00 A: RIGHT INTERSECTION SR 2,  LEFT INTERSECTION IDAHO HWY 2-WALNUT ST, BEGIN ROUTE",{EDF07F27-4D3C-4437-884C-950050CF960B},2021
-122.186891888807,47.6611458447664,52,2021/12/31 00:00:00+00,405,405,,,16.8400001525879,171000,,,,Bothways,Before Milepost 16.86 A: LEFT ON RAMP NE 70TH PL-FLYER STOP,{AE1CF75D-0A71-4834-81F5-C1F847F71C4E},2021
-117.358361702477,47.2146305439869,53,2021/12/31 00:00:00+00,195,195,,,61.0900001525879,4600,7.3600001335144,9.60000038146973,2.0699999332428,Bothways,After Milepost 62.94 A: LEFT OFF RAMP ROSALIA RD,{7286754E-892C-45C5-BD03-D76837D2DEA9},2021
-124.043177464587,46.3088543031061,54,2021/12/31 00:00:00+00,101,101,,,11.5600004196167,3000,4.1399998664856,2.79999995231628,0.0500000007450581,Bothways,"Before Milepost 11.57 A: LEFT INTERSECTION FIRST ST SE,  LEFT INTERSECTION SR 100-NORTH HEAD RD",{C51845D1-B3E2-43A9-849A-5DA74D67D5F9},2021
-119.428070797682,48.6945294495114,55,2021/12/31 00:00:00+00,020,020,,,262.220001220703,1600,7.94999980926514,3.04999995231628,0.150000005960464,Bothways,At Milepost 262.83 A: BEGIN BOTHWAYS BRIDGE BONAPARTE CREEK,{013B6C03-01E8-4E80-B505-C0228306811F},2021
-121.920200678645,47.682842675483,56,2021/12/31 00:00:00+00,203,203,,,8.85999965667725,8800,5.40999984741211,3.05999994277954,0.409999996423721,Bothways,After Milepost 8.82 A: RIGHT INTERSECTION LAKE JOY RD,{C8C1E1D1-F933-46BE-97FF-1530C464A09F},2021
-117.936450626148,48.5666666377908,57,2021/12/31 00:00:00+00,395,395,,,236.449996948242,11000,6.63000011444092,4.3600001335144,0.790000021457672,Bothways,Before Milepost 231.72 A: RIGHT INTERSECTION WILLIAMS LAKE RD,{6F00DDF0-D0DF-4CEA-8939-3304F1D4EF37},2021
-117.181109154276,46.7305533281091,58,2021/12/31 00:00:00+00,270,270,,,2.27999997138977,19000,2.32999992370605,0.720000028610229,0.0599999986588955,Bothways,"After Milepost 2.27 A: LEFT INTERSECTION OLSON ST,  LEFT INTERSECTION SR 27",{FAD9086D-CE36-4350-A1D8-9FBBCB2AFDA8},2021
-117.411335156523,47.7394146748842,59,2021/12/31 00:00:00+00,002,002,,,284.75,37000,,,,Bothways,Before Milepost 292.86 A: LEFT INTERSECTION SR 395,{B8982EAA-64C8-4CD1-B294-51CD87B8A349},2021
-122.265441856995,46.866660662219,60,2021/12/31 00:00:00+00,161,161,,,3.00999999046326,930,,,,Bothways,Before Milepost 3.02 A: BOTHWAYS INTERSECTION CENTER ST E,{8288EAAA-5427-4A00-A434-C22D25B52704},2021
-122.687305822057,47.5755932327226,61,2021/12/31 00:00:00+00,003,003,,,38.7099990844727,61000,,,,Bothways,After Milepost 38.75 A: RIGHT ON RAMP SR 310,{AC626199-C16A-41EB-9AFF-C65574BF010F},2021
-122.293823921897,47.2033157946462,62,2021/12/31 00:00:00+00,167,167,,,6.46000003814697,35000,,,,Bothways,"Before Milepost 6.51 B: RIGHT EXIT TO N LEVEE RD,  RIGHT WYE CONNECTION SR 167, END INCREASING BRIDGE PUYALLUP RIVER",{71B39136-E9B6-4CBE-9508-F6674089C657},2021
-122.188008102029,47.6681170472604,63,2021/12/31 00:00:00+00,405S101686,405,S1,01686,0.0500000007450581,4800,,,,Southbound,On S1 RAMP (LX01744 TO SR 405 SB) After BOTHWAYS INTERSECTION LX01744,{839BF929-8600-42A2-B706-024AC2537DEE},2021
-123.20027194135,48.0839246324301,64,2021/12/31 00:00:00+00,101,101,,,259.179992675781,20000,,,,Bothways,"Before Milepost 259.95 A: RIGHT EXIT TO KIRK RD,  LEFT ENTRANCE FROM KITCHEN-DICK RD",{35A68B56-DB98-456E-94A1-178469D484A5},2021
-118.906718349145,46.2148502782112,65,2021/12/31 00:00:00+00,124,124,,,5.28000020980835,3300,5.76000022888184,7.73000001907349,2.44000005722046,Bothways,At Milepost 5.24 A: BEGIN BOTHWAYS BRIDGE UP RR,{497D6200-F498-43F4-A871-C5B6ED5CE800},2021
-122.889286721725,46.4382066507348,66,2021/12/31 00:00:00+00,005S106042,005,S1,06042,0.100000001490116,130,6.71999979019165,44.5400009155273,10.9200000762939,Southbound,On S1 RAMP (SR 506 TO SR 5 SB) After BOTHWAYS INTERSECTION SR 506,{DBB69C6C-9B42-4BA3-BD2A-70EA63F1AD12},2021
-118.168831366708,48.5922262972768,67,2021/12/31 00:00:00+00,020,020,,,337.279998779297,850,19.4899997711182,5.51000022888184,1.21000003814697,Bothways,Before Milepost 337.94 A: RIGHT INTERSECTION INCHELIUM RD,{D8BBAF33-5C59-4D43-B68B-A8CF6C77B37B},2021
-122.693129796732,46.5767832474574,68,2021/12/31 00:00:00+00,508,508,,,9.65999984741211,1800,6.42000007629395,1.48000001907349,0.0900000035762787,Bothways,"After Milepost 9.65 A: RIGHT INTERSECTION JORGENSEN RD,  LEFT INTERSECTION FICKETT RD",{8441EBCE-6BC2-464A-A496-58247B83863A},2021
-122.903919684076,46.2850645476023,69,2021/12/31 00:00:00+00,005R105024,005,R1,05024,0.349999994039536,1600,7.09000015258789,5.32999992370605,0.879999995231628,Southbound,On R1 RAMP (SR 5 SB TO SR 411) After LEFT INTERSECTION SR 5 SB,{CBCB7EB5-DE0E-4314-A60E-BA670FAA0EA3},2021
-119.218602598847,46.8142438299241,70,2021/12/31 00:00:00+00,026,026,,,38.5499992370605,4200,5.07999992370605,14.8599996566772,4.01000022888184,Bothways,Before Milepost 38.56 A: BOTHWAYS INTERSECTION THACKER RD,{1BE37A00-474F-488C-AB54-FBCC91DCD3F1},2021
-122.294910873308,47.3565781940712,71,2021/12/31 00:00:00+00,005P114649,005,P1,14649,0.259999990463257,5700,,,,Northbound,On P1 RAMP (SR 5 NB TO S 272ND ST) After LEFT INTERSECTION SR 5 NB,{BD15CEAC-5734-4067-8709-5DE1C4DBECCB},2021
-119.331309580714,47.1040842366131,72,2021/12/31 00:00:00+00,090R117540,090,R1,17540,0.159999996423721,2600,6.84000015258789,1.29999995231628,0.0399999991059303,Westbound,On R1 RAMP (SR 90 WB TO WESTSHORE DR) After LEFT INTERSECTION SR 90 WB,{A8004A22-375A-4E0D-9780-6BE9F8D22B8F},2021
-122.643255926654,47.0861783382843,73,2021/12/31 00:00:00+00,005Q111849,005,Q1,11849,0.0299999993294477,4600,,,,Northbound,"On Q1 RAMP (CENTER DR TO SR 5 NB) After RIGHT ENTRANCE FROM FT LEWIS ACCESS,  LEFT INTERSECTION LX11796",{D341A908-91E5-4840-899E-459122064731},2021
-122.34360039594,47.6247904960667,74,2021/12/31 00:00:00+00,099,099,,,26.4500007629395,39000,,,,Bothways,"After Milepost 32.70 A: RIGHT CENTER ON RAMP HARRISON ST,  LEFT INTERSECTION SR 99 COTUNNEL (COUPLET), END INCREASING BRIDGE MERCER ST",{CCAD9E73-85F4-40C7-9CF2-D995C822C3AD},2021
-122.193833207352,47.7553505409765,75,2021/12/31 00:00:00+00,522,522,,,10.539999961853,36000,,,,Bothways,After Milepost 10.58 A: LEFT WYE CONNECTION S CAMPUS WAY,{BA648263-46E7-4B6A-8C2B-33E153651930},2021
-120.314608123862,46.3929026041387,76,2021/12/31 00:00:00+00,022,022,,,1.63999998569489,10000,2.85999989509583,3.82999992370605,0.529999971389771,Bothways,After Milepost 2.33 A: LEFT WYE CONNECTION FRALEY RD,{CFE489AA-6405-4FA5-BFB7-C3DAA683F9A3},2021
-122.226923481508,48.1520069619615,77,2021/12/31 00:00:00+00,531,531,,,4.59000015258789,10000,,,,Bothways,After Milepost 4.58 A: LEFT INTERSECTION 3RD AVE NE,{1434D045-1144-41B4-B9E1-137B889E7E43},2021
-122.960170671638,46.6460292491905,78,2021/12/31 00:00:00+00,005R107679,005,R1,07679,0.209999993443489,4900,,,,Southbound,On R1 RAMP (SR 5 SB TO 13TH ST) After LEFT INTERSECTION SR 5 SB,{25067699-7943-4B45-84BB-E3124D031569},2021
-117.451612066933,47.6469017259493,79,2021/12/31 00:00:00+00,090S527938,090,S5,27938,0,2600,,,,Westbound,On S5 RAMP (SR 195 NB TO SR 90 WB) At INCREASING MISCELLANEOUS FEATURE SR 90 OXING NPS-SR 195,{3CC0A5F1-3AE7-4927-AE31-77CCA808F2FB},2021
-122.920059405572,46.1190493581566,80,2021/12/31 00:00:00+00,432P100747,432,P1,00747,0.46000000834465,9700,,,,Eastbound,On P1 RAMP (SR 432 NB TO SR 432 EB) After LEFT INTERSECTION SR 432 NB,{74EAFB0C-E035-4D90-BF4F-BEF8181CDE7E},2021
-123.045536296362,47.2479490239777,81,2021/12/31 00:00:00+00,003,003,,,6.57999992370605,15000,,,,Bothways,After Milepost 6.57 A: LEFT INTERSECTION JOHNS PRAIRIE RD,{2D527402-BE65-4D37-990E-14B7997A8AE0},2021
-122.46720680807,47.1588160528343,82,2021/12/31 00:00:00+00,512P500064,512,P5,00064,0.119999997317791,14000,,,,Eastbound,On P5 RAMP (SR 512 EB TO STEELE ST) After LEFT INTERSECTION SR 512 EB,{138284F8-4F4E-4901-BDDA-29E994CF9F66},2021
-122.709723946209,48.2524825206068,83,2021/12/31 00:00:00+00,020,020,,,27.2199993133545,13000,,,,Bothways,After Milepost 27.61 A: RIGHT INTERSECTION SIDNEY ST,{DA1E51C0-1FE8-407E-A463-3B0B68C23BAF},2021
-122.995252135967,46.1424731593068,84,2021/12/31 00:00:00+00,432,432,,,3.28999996185303,6400,,,,Bothways,"Before Milepost 3.30 A: RIGHT ENTRANCE/EXIT LONGVIEW ALUMINUM CO,  LEFT INTERSECTION 38TH AVE",{76EBA8DF-FF82-46B4-AAD6-9A0D0971CA22},2021
-122.092872753783,47.3744374123994,85,2021/12/31 00:00:00+00,018R101352,018,R1,01352,0.400000005960464,3000,3.10999989509583,1.19000005722046,0.140000000596046,Westbound,On R1 RAMP (SR 18 WB TO SE 256TH ST) After LEFT INTERSECTION SR 18 WB,{795BFEF3-A310-476E-B8DC-CD8FE792C194},2021
-117.06181585156,47.6910084028881,86,2021/12/31 00:00:00+00,090,090,,,296.480010986328,63000,,,,Bothways,Before Milepost 298.80 A: LEFT ON RAMP SPOKANE BRIDGE RD,{8685E0B3-2803-4350-888E-B7DBB857EED6},2021
-117.403122919184,47.5872326981373,87,2021/12/31 00:00:00+00,195,195,,,88.5400009155273,10000,,,,Bothways,"Before Milepost 91.17 A: RIGHT INTERSECTION HATCH RD,  CENTER INTERSECTION MEDIAN XROAD",{E87D0D99-B229-4F45-AA05-5652A0CCFB4F},2021
-122.958496639481,46.6452621754292,88,2021/12/31 00:00:00+00,005S107632,005,S1,07632,0.0500000007450581,2100,,,,Southbound,"On S1 RAMP (13TH ST TO SR 5 SB) After RIGHT INTERSECTION 13TH ST,  LEFT INTERSECTION LX07655",{7AC22EF4-0533-4B9A-99FD-AB371BD73395},2021
-121.003011236054,47.2259396418738,89,2021/12/31 00:00:00+00,903,903,,,6.07000017166138,2900,8.0600004196167,1.16999995708466,0,Bothways,"After Milepost 6.06 A: RIGHT INTERSECTION E ALASKA AVE,  LEFT INTERSECTION W ALASKA AVE",{948306AB-F929-4454-A863-66BD3D58879A},2021
-121.536065863894,46.9799713756088,90,2021/12/31 00:00:00+00,410,410,,,48.5900001525879,1400,,,,Bothways,Before Milepost 57.49 A: LEFT INTERSECTION CRYSTAL MOUNTAIN BLVD,{DDF81394-0B14-4712-A677-A778A4816B95},2021
-122.284700201661,47.1816788885328,91,2021/12/31 00:00:00+00,512,512,,,10.5299997329712,97000,,,,Bothways,After Milepost 10.52 A: RIGHT ON RAMP MERIDIAN ST,{1A74BDE5-E547-45DF-A384-A21FE7E20908},2021
-122.663250211473,45.6491974721642,92,2021/12/31 00:00:00+00,005S100198,005,S1,00198,0.0399999991059303,4700,,,,Southbound,On S1 RAMP (39TH ST TO SR 5 SB) After RIGHT WYE CONNECTION LX00235,{85D88FD9-1ED9-4825-B9AB-FBA9D020D3D1},2021
-122.46179004921,48.0044243202195,93,2021/12/31 00:00:00+00,525,525,,,14.9700002670288,12000,,,,Bothways,After Milepost 14.68 A: BOTHWAYS INTERSECTION BAYVIEW RD,{8C8B0E5F-F35A-475D-B9E7-00DFD791D24A},2021
-122.197060029555,47.5026767443301,94,2021/12/31 00:00:00+00,405LX00540,405,LX,00540,0.0299999993294477,25000,2.88000011444092,0.740000009536743,0.0299999993294477,Bothways,"On LX RAMP (SOUTHPORT DR N) After RIGHT OFF RAMP S100490,  LEFT ON RAMP R100571",{D318C7DB-3215-4652-8F67-3D12FA38CE2E},2021
-122.130283679846,47.5778762930283,95,2021/12/31 00:00:00+00,090CD01240,090,CD,01240,0.400000005960464,8800,,,,Westbound,On COLL-DIST DECREASING (SR 90 WB TO SR 90 WB) After RIGHT OFF RAMP R101214,{8164AC78-A148-4EB1-87A7-8DDF1700FEA6},2021
