X,Y,amenity,name,addr:housenumber,addr:street,addr:city,addr:postcode,website,addr:state,phone,wikidata,wheelchair,description,operator,studio,name:en,opening_hours,artist_name,tourism,artwork_type,ele,date,email,level,location,media,project,sac_id,screen,toilets:wheelchair,addr:unit,alt_name,theatre:type,wikipedia
-122.3025212,47.6081687975452,arts_centre,Coyote Central,2300,East Cherry Street,Seattle,98122,,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3818316,47.6650337975452,arts_centre,Dancing Brush Studio Ballard,5129,Ballard Avenue Northwest,Seattle,98107,http://www.dancingbrushstudio.com/DB-ballard/index-ballard.html,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3236266,47.6193416975452,arts_centre,Fred Wildlife Refuge,127,Boylston Avenue East,Seattle,98102,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3497929,47.6592234975452,arts_centre,Fremont Abbey Arts Center,,,,,http://fremontabbey.org/,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.318325,47.5504326975452,arts_centre,Georgetown Arts & Cultural Center,5813,Airport Way South,Seattle,98108,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.6664223,47.7655741975452,arts_centre,Grunewald Gulid,19003,River Road,leavenworth,98826,,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3059263,47.6583928975452,arts_centre,Jacob Lawrence Gallery,,,,,https://artsuw.org/venue/jacob-lawrence-gallery,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4600801,47.4285542975452,arts_centre,Katherine L White Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2093485,47.6802319975452,arts_centre,Kirkland Arts Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3556343,48.6416345975452,arts_centre,Lookout Arts Center,246,Old Highway 99 North,Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4801418,48.7530155975452,arts_centre,Make.Shift Art Space,306,Flora Street,,98225,https://www.makeshiftproject.com/,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.0446752,47.3932972975452,arts_centre,Maple Valley Creative Arts Center,23220,Maple Valley Black Diamond Road Southeast,Maple Valley,98038,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.986366,47.7405052975452,arts_centre,Northwest Art Center,15515,Main Street Northeast,,,https://www.northwestartcenter.org/,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2521372,48.2991432975452,arts_centre,Pilchuck Glass School,,,,,www.pilchuck.com,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.7562466,48.1143421975452,arts_centre,Port Townsend Creative,839,Water Street,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
-122.3088922,48.4358575975452,arts_centre,Skagit Symphony,,,,,www.skagitsymphony.com,,360-848-9336,,,,,,,,,,,,,,,,,,,,,,,,
-122.2332457,47.2039918975452,arts_centre,Sumner Performing Arts Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2760742,46.5581358975452,arts_centre,Tiller Arts Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6402443,47.5406793975452,arts_centre,Western Washington Center for the Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3400208,47.4736183975452,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1629727,47.7538211975452,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.1044061,48.0803592975452,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3284717,47.7992249975452,casino,220th Street Bingo,7016,220th Street Southwest,Mountlake Terrace,98043,http://www.220thbingo.com/,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1866147,48.1528873975452,casino,Ace's Casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1731486,47.7318549975452,casino,Casino Caribbean,12526,Northeast 144th Street,Kirkland,98034,http://casino-caribbean.net/kirkland/,WA,(425) 821-2222,,,,,,,,,,,,,,,,,,,,,,,,
-122.3214386,47.7988681975452,casino,Crazy Moose Casino,22003,66th Avenue West,Mountlake Terrace,98043,https://mountlakecasino.com/,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.7424218,45.9071656975452,casino,Lucky 21 Casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.1544557,46.8137693975452,casino,Lucky Eagle Casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-119.2777387,47.1451276975452,casino,Papa's Casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3310075,47.8000879975452,casino,Red Dragon Casino,21917,Highway 99,Mountlake Terrace,98043,https://red-dragon-casino-mountlake.com/,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.245294,47.4962850975452,casino,Roman Casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2266154,47.4114879975452,casino,Seatown Gaming Center,,,,,,,,,,,,,Seatown Gaming Center,,,,,,,,,,,,,,,,,,
-122.4640317,47.1802983975452,casino,Silver Dollar Casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2584772,47.4578067975452,casino,Washington State Lottery,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
-120.5830232,47.0083313975452,casino,Wild Goose Casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3364799,47.4613284975452,casino,Wizard's Casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4830978,47.1648910975452,casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3869116,47.5817471975452,cinema,Admiral Twin Theater,,,,,,,,Q4683714,,,,,,,,,,,,,,,,,,,,,,,
-122.3181125,47.6617460975452,cinema,AMC Dine-In Seattle 10,4500,9th Avenue Northeast,Seattle,98105,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3395106,48.4635243975452,cinema,AMC Loews Cascade Mall 14,,,,,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-loews-cascade-mall-14,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3355332,47.6131477975452,cinema,AMC Pacific Place 11,600,Pine Street,Seattle,98101,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-pacific-place-11,,,,,,AMC,,,,,,,,,,4,,,,,11,,400,,,
-117.423551,47.6596292975452,cinema,AMC River Park Square 20,,,,,https://www.amctheatres.com/movie-theatres/spokane/amc-river-park-square-20,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1543717,47.7559114975452,cinema,AMC Woodinville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.285421,47.5589937975452,cinema,Ark Lodge Cinemas,4816,Rainier Avenue South,Seattle,98118,http://arklodgecinemas.com,,,,,,,,,,,,,,,,,,,,,3,,,,,
-122.5217463,47.6270858975452,cinema,Bainbridge Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3491541,47.6147446975452,cinema,Big Picture,,,,,,,,,,,,,Big Picture,,,,,,,,,,,,,,,,,,
-122.4886559,47.2716166975452,cinema,Blue Mouse,,,,,,,,,limited,,,,,,,,,,,,,,,,,,no,,,,
-122.3505323,47.6197829975452,cinema,Boeing IMAX Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.8999386,47.0442957975452,cinema,Capitol Theater,206,5th Avenue Southeast,Olympia,,,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-119.2324451,46.2245967975452,cinema,Carmike 12 Cinemas,,,,,,,,Q43305700,,,,,,,,,,,,,,,,,,,,,,,
-122.3051662,47.6132215975452,cinema,Central Cinema,1411,21st Avenue,,,https://www.central-cinema.com/,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.307507,47.3128417975452,cinema,Century Federal Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3147447,47.7788648975452,cinema,Cinebarre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.0522361,47.5471767975452,cinema,Cinebarre Issaquah 9,,,,,https://www.regmovies.com/theatres/theatre-folder/cinebarre-issaquah-8-9561,,425-313-5666,,,,,,,,,,,,,,,,,,,,,,,,
-122.2012137,47.6144284975452,cinema,Cinemark,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
-122.5044979,47.2988551975452,cinema,Cinemark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2007054,47.6167247975452,cinema,Cinemark Reserve Lincoln Square,,,,,https://www.cinemark.com/washington/cinemark-reserve-bellevue-square,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5826154,45.6590162975452,cinema,Cinetopia 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3242906,47.7490320975452,cinema,Crest Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.499499,47.8005391975452,cinema,Fire House Theater,11171,NE State Hwy 104,Kingston,98346,,wa,,,,,,,,,,,,,,,,,,,,,,,,,
-122.9550424,46.7155088975452,cinema,Fox Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.9761226,47.8656845975452,cinema,Galaxy 12,1,Galaxy Way,Monroe,98272,https://www.galaxytheatres.com/,,360-863-0909,,,,,,,,,,,,,,,,,,,,,,,,
-117.4256236,47.6938340975452,cinema,Garland Theater,924,North Division Street,Spokane,99205,http://garlandtheater.com/,WA,(509) 327-2509,,,,,,,,,,,,,,,,,,,1,,,,,
-122.444593,47.2579553975452,cinema,Grand Cinema,606,Fawcett Ave,Tacoma,98402,,WA,,Q43306967,,,,,,,,,,,,,,,,,,,,,,,
-119.9729715,46.3075113975452,cinema,Grand Cinemas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3128867,47.6647636975452,cinema,Grand Illusion,,,,,,,,Q5594668,,,,,,,,,,,,,,,,,,,,,,,
-122.1210852,47.6703078975452,cinema,iPic Theaters,,,,,https://www.ipictheaters.com/,,+1-425-636-5600,,,,,,,,,,,,,,,,,,,,,,,,
-122.3128,47.6688975975452,cinema,Jet City Improv,5510,University Way Northeast,Seattle,98105,http://www.jetcityimprov.org/,,+1 206 352-8291,,limited,,,,,,,,,,,,,,,,,,,,,,
-122.911464,46.1436782975452,cinema,Kelso Theater Pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3134594,47.6607102975452,cinema,Landmark Varsity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3519279,47.6190932975452,cinema,Laser Dome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-119.5493895,47.3244783975452,cinema,Lee Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.3123001,47.4239967975452,cinema,Liberty Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.9780578,46.3206410975452,cinema,Liberty theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4047293,45.5856607975452,cinema,Liberty Theatre,315,Northeast 4th Avenue,Camas,98607,http://www.camasliberty.com/,WA,+1-360-859-9555,Q43305395,,,,,,,,,,,,,,,,,,,,,,,
-122.5475271,47.6040528975452,cinema,Lynnwood Theater,4569,Lynwood Center Road Northeast,Bainbridge Island,98110,,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3841041,47.6688574975452,cinema,Majestic Bay,2044,Northwest Market Street,Seattle,98107,http://majesticbay.com/,,,Q7749676,,,,,,,,,,,,,,,,,,,,,,,
-122.2088477,47.7624740975452,cinema,McMenamins Anderson School Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.069816,47.6471508975452,cinema,Nifty Theatre,,,,,,,,Q7032144,,,,,,,,,,,,,,,,,,,,,,,
-124.1616136,47.0041052975452,cinema,Ocean Shores Cinema,631,Point Brown Avenue Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3520731,47.6196814975452,cinema,PACCAR IMAX Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4802775,48.7515384975452,cinema,Pickford Film Center,1318,Bay Street,,,https://www.pickfordfilmcenter.org/mobile/,,,Q43305586,,,,,,,,,,,,,,,,,,,,,,,
-118.1552309,46.2701513975452,cinema,Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-119.7689338,46.2059155975452,cinema,princess Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.8766819,47.8219023975452,cinema,Quilcene Movie Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.9001415,46.1387262975452,cinema,Regal Cinemas 12,341,Three Rivers Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3253331,47.7027883975452,cinema,Regal Cinemas Thornton Place 14 & IMAX,301,Northeast 103rd Street,Seattle,98125,https://www.regmovies.com/theaters/regal-thornton-place-stadium-14-imax/C00402789159,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6687071,45.6271488975452,cinema,Regal City Center Stadium 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2138015,47.9094327975452,cinema,Regal Everett Stadium 16 & RPX,,,,,https://www.regmovies.com/theaters/regal-everett-stadium-16-rpx/10097,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3336994,47.6116884975452,cinema,Regal Meridian 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.4105937,47.7020312975452,cinema,Regal Northtown Mall Stadium 12,,,,,https://www.regmovies.com/theatres/theatre-folder/regal-northtown-mall-stadium-12-223,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6594028,47.7441596975452,cinema,Regal Poulsbo 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6058987,47.5351055975452,cinema,Regal South Sound Cinema 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.7570713,48.1147744975452,cinema,Rose Theatre,235,Taylor Street,Port Townsend,98368,http://rosetheatre.com,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-120.9932126,47.2220293975452,cinema,Roslyn Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.0436983,48.1804760975452,cinema,Roxy Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.0174707,47.8401209975452,cinema,Ruby Theatre,,,,,,,,Q7376397,,,,,,,,,,,,,,,,,,,,,,,"en:Ruby Theater (Chelan, Washington)"
-123.1054515,47.2139340975452,cinema,Shelton Cinemas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3217325,47.6150914975452,cinema,SIFF Cinema Egyptian,805,East Pine Street,Seattle,98122,https://www.siff.net/year-round-cinema/cinema-venues/siff-cinema-egyptian,,,,,,Seattle International Film Festival,,,,,,,,,,,,,,,1,,,,,
-122.3570112,47.6236039975452,cinema,SIFF Cinema Uptown,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,
-122.3531898,47.6231249975452,cinema,SIFF Film Center,305,Harrison Street,Seattle,98109,https://www.siff.net/year-round-cinema/cinema-venues/siff-film-center,,,,yes,,Seattle International Film Festival,,,,,,,,,,,,,,,1,,,,,
-122.4090045,48.0406673975452,cinema,The Clyde Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.9539568,46.7167006975452,cinema,The Olympic Club Theater,112,North Tower Avenue,Centralia,98531,https://www.mcmenamins.com/olympic-club/olympic-club-theater,WA,1-360-736-5164,,,,,,,,,,,,,,,,,,,,,,,,
-122.2758863,46.5581371975452,cinema,The Roxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.5523161,47.6417092975452,cinema,Village Centre Cinemas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.5275722,46.6206494975452,cinema,Yakima Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5997844,46.9400811975452,cinema,Yelm Cinemas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.7057823,47.7583748975452,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.3704864,48.8624064975452,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4601699,47.2439719975452,community_centre,Al Davies Boys & Girls Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4070101,47.5775704975452,community_centre,Alki Community Center,5817,Southwest Stevens Street,Seattle,98116,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2230054,47.3119863975452,community_centre,American Legion Auburn Post #78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2120596,47.3741256975452,community_centre,American Legion Post 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4509042,47.9990753975452,community_centre,American Legion Post 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.8255606,47.5266979975452,community_centre,American Legion Renton-Pickering Post #79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3159857,47.6554883975452,community_centre,Area 01 Community Center,1101,Northeast Campus Parkway,Seattle,98105,https://www.washington.edu/area01/,WA,(206) 616-9666,,,"A community center that was created for UW-affiliated people, primarily intended for its Housing and Food Services population. Has a recording studio, a photography lab, a gaming area, and a Makerspace (Called the Dabble Lab) and is run by student staff.",UW Housing and Food Services,,,,,,,,,area01@uw.edu,1,,,,,,,,,,
-122.1942343,47.9982922975452,community_centre,Baker Height Community Center,1401,Poplar Street,Everett,98201,,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.381687,47.6751193975452,community_centre,Ballard Boy's & Girl's Club,1767,Northwest 64th Street,Seattle,98107,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5264878,45.7744428975452,community_centre,Battle Ground Elks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.0053688,47.3183530975452,community_centre,Black Diamond Community Center,31605,3rd Avenue,Black Diamond,98010,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2993961,47.5471684975452,community_centre,Black Power Epicenter,6218,Beacon Avenue South,Seattle,98108,,WA,,,,,Black Power Epicenter,,,,,,,,,,,,,,,,,,,,
-122.740845,48.9946420975452,community_centre,Blaine Senior Center,763,G Street,Blaine,98230,https://blaineseniorcenter.com/,,+1 360-332-8040,,yes,,,,,,,,,,,,,,,,,,,,,,
-122.3217654,47.6319272975452,community_centre,Bloedel Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.2818516,47.5509756975452,community_centre,Boating Club of Wenatchee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.0960161,46.8226073975452,community_centre,Boys and Girls Club of Thurston County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2377652,47.1986806975452,community_centre,Boy Scouts of America - Sumner Scout Hall - Troop 172 Pack 199 Pack 531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.0161898,48.5335536975452,community_centre,Brickworks,150,Nichols Street,Friday Harbor,98250,,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.8969969,47.6981648975452,community_centre,Brinnon Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.0281248,47.1640990975452,community_centre,Buckley Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6293563,47.4138969975452,community_centre,Burley Community Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.9763234,47.0732761975452,community_centre,CAB - College Activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3112677,47.5797302975452,community_centre,Centilia Cultural Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.1653449,46.8108734975452,community_centre,Chehalis Tribe Youth Center,420,Howanut Road,Oakville,98568,,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3312717,47.6012773975452,community_centre,Chief Seattle Club,410,2nd Avenue Extension South,Seattle,98104,,,206-292-6214,,,,,,,,,,,,,,,,,,,,,,,,
-122.3563866,47.9780025975452,community_centre,Clinton Community Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.8901586,47.0426082975452,community_centre,Community Services Division,712,Pear Street Southeast,Olympia,98501,,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4566081,48.0233716975452,community_centre,Deer Lagoon Grange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.0041958,47.3098308975452,community_centre,Diamond Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3404844,47.4666986975452,community_centre,Discover Burien,427,Southwest 152nd Street,Burien,98166-2208,https://www.discoverburien.org/,WA,1 (206) 433-2882,,,Discover Burien is small independent non-profit service organization dedicated to economic development and community engagement in Burien. The work we do is similar to a local chamber of commerce.,,,,,,,,,,assistant@discoverburien.org,,,,,,,,,,,
-122.3504104,47.6512884975452,community_centre,Doric Lodge No. 92,619,North 36th Street,Seattle,98103,http://www.dorictemple.org,WA,,,no,A small civic meeting space.,,,,,,,,,,,,,,,,,,,Doric Masonic Temple,,
-122.5004201,48.0068800975452,community_centre,Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.5485158,46.9966823975452,community_centre,Ellensburg Downtown Association,119,West 5th Avenue,Ellensburg,98926,https://ellensburgdowntown.org,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-121.9892002,47.2167585975452,community_centre,Enumclaw Masonic Center - Crescent Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.0146274,47.1998949975452,community_centre,Enumclaw Moose Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.0298312,47.5298485975452,community_centre,Fleming Arts Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3708562,48.2430475975452,community_centre,Floyd Norgaard Cultural Center,,,,,,,,,,,sahs-fncc.org,,,,,,,,,,,,,,,,,,,,
-122.2129561,47.3016465975452,community_centre,Fraternal Order of Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1647029,47.7190455975452,community_centre,Friends Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.63698,47.1451452975452,community_centre,Greenwater Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.8872985,47.2760809975452,community_centre,Harstine Island Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3253433,47.5955977975452,community_centre,Huang Clan Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3254225,47.4005463975452,community_centre,Independent Order of Odd Fellows - Des Moines Lodge #305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3226387,47.5960270975452,community_centre,International District/Chinatown Community Center,719,8th Avenue South,Seattle,98104,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3390784,47.5605109975452,community_centre,IsGood Woodworks,,,,,https://www.isgoodwoodworks.com,,,,,Woodworking shop with classes and rental,,,,,,,,,,,,,,,,,,,,,
-122.3120263,47.5976422975452,community_centre,Japanese Cultural & Community Center,1414,South Weller Street,Seattle,98144,https://jcccw.org,,+1 206-323-0250,,,,,,,,,,,,,,,,,,,,,,,,
-122.3344444,47.5152778975452,community_centre,Jim Wiley Community Center,,,,,,WA,,,,,,,,,,,,82,,,,,,,,,,,,,
-122.4787181,48.7512745975452,community_centre,Kaleidoscope,,,,,https://www.facebook.com/wherevisionscomealive/,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2477155,47.7519108975452,community_centre,Kenmore Senior Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2498515,47.3817076975452,community_centre,Kent Community Service Center,1313,West Meeker Street,Kent,98032,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3371437,47.6051820975452,community_centre,Kids Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5089726,48.7117437975452,community_centre,Lairmont,,,,,http://www.lairmontmanor.com,,,,,,,,Lairmont Manor,,,,,,,,,,,,,,,,,,
-122.0534504,47.3416964975452,community_centre,Lake Sawyer Community Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.450461,48.9444244975452,community_centre,Lynden Community Senior Center,401,Grover Street,Lynden,98264,http://lyndencommunitycenter.org,WA,+1-360-354-4501,,,,Lynden Community Senior Center,,,,,,,,,LynCmCtr.Manager@gmail.com,,,,,,,,,,,
-122.3065112,47.5961974975452,community_centre,Martin Luther King Jr Day Home Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5111628,47.2999002975452,community_centre,Mary Joyce Community Center,,,,,https://www.rustonwa.org/services/parks/community-center,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.0043071,47.3098226975452,community_centre,Masonic Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.3618731,47.7082220975452,community_centre,Masonic Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2620345,47.3817371975452,community_centre,Meet at the Green Conference Space,24437,Russell Road South,Kent,98032,,,,,,,,,,,,,,,,,,,,,,,,114,,,
-122.2901728,47.5388725975452,community_centre,Microsoft Gathering Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.9690039,47.0749779975452,community_centre,MODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.0200922,48.5309004975452,community_centre,Mullis Community Senior Center,589,Nash Street,Friday Harbor,98250,,WA,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4049446,47.2997046975452,community_centre,Norpoint Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5402985,48.8315315975452,community_centre,North Bellingham Grange #201,5255,Northwest Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4757093,47.2553749975452,community_centre,North End Social Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
